NAICS_Code,NAICS_Title,NAICS_Description,Hiscox_COB,COB_Group,PL,GL,BOP,Cyber,full_industry_code
112112,Cattle Feedlots ,"Feedlots (except stockyards for transportation), cattle",OOA,     ,No,No,No,No,0
112120,Dairy Cattle and Milk Production,Dairy cattle farming,OOA,     ,No,No,No,No,0
112120,Dairy Cattle and Milk Production,"Milk production, dairy cattle",OOA,     ,No,No,No,No,0
112120,Dairy Cattle and Milk Production,Milking dairy cattle,OOA,     ,No,No,No,No,0
112210,Hog and Pig Farming ,Farrow-to-finish operations,OOA,     ,No,No,No,No,0
112210,Hog and Pig Farming ,Feeder pig farming,OOA,     ,No,No,No,No,0
112210,Hog and Pig Farming ,"Feedlots (except stockyards for transportation), hog",OOA,     ,No,No,No,No,0
112210,Hog and Pig Farming ,"Hog and pig (including breeding, farrowing, nursery, and finishing activities) farming",OOA,     ,No,No,No,No,0
112210,Hog and Pig Farming ,Hog feedlots (except stockyards for transportation),OOA,     ,No,No,No,No,0
112210,Hog and Pig Farming ,Pig farming,OOA,     ,No,No,No,No,0
112210,Hog and Pig Farming ,Swine farming,OOA,     ,No,No,No,No,0
112210,Hog and Pig Farming ,Weaning pig operations,OOA,     ,No,No,No,No,0
112310,Chicken Egg Production ,Chicken egg production,OOA,     ,No,No,No,No,0
112310,Chicken Egg Production ,"Chicken eggs (table, hatching) production",OOA,     ,No,No,No,No,0
112310,Chicken Egg Production ,Cull hen production,OOA,     ,No,No,No,No,0
112310,Chicken Egg Production ,"Egg production, chicken",OOA,     ,No,No,No,No,0
112310,Chicken Egg Production ,"Eggs, chicken (table, hatching) production",OOA,     ,No,No,No,No,0
112310,Chicken Egg Production ,Layer-type chicken production,OOA,     ,No,No,No,No,0
112310,Chicken Egg Production ,Started pullet production,OOA,     ,No,No,No,No,0
112320,Broilers and Other Meat Type Chicken Production ,Broiler chicken production,OOA,     ,No,No,No,No,0
112320,Broilers and Other Meat Type Chicken Production ,Chicken production (except egg laying),OOA,     ,No,No,No,No,0
112320,Broilers and Other Meat Type Chicken Production ,Cornish hen production,OOA,     ,No,No,No,No,0
112320,Broilers and Other Meat Type Chicken Production ,Fryer chicken production,OOA,     ,No,No,No,No,0
112320,Broilers and Other Meat Type Chicken Production ,Roaster chicken production,OOA,     ,No,No,No,No,0
112330,Turkey Production,"Egg production, turkey",OOA,     ,No,No,No,No,0
112330,Turkey Production,Turkey egg production,OOA,     ,No,No,No,No,0
112330,Turkey Production,Turkey production,OOA,     ,No,No,No,No,0
112340,Poultry Hatcheries,Chicken hatcheries,OOA,     ,No,No,No,No,0
112340,Poultry Hatcheries,"Egg hatcheries, poultry",OOA,     ,No,No,No,No,0
112340,Poultry Hatcheries,"Hatcheries, poultry",OOA,     ,No,No,No,No,0
112340,Poultry Hatcheries,Poultry hatcheries,OOA,     ,No,No,No,No,0
112340,Poultry Hatcheries,Turkey hatcheries,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Chukar partridge production,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Duck production,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Emu production,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Geese production,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Hungarian partridge production,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Ostrich production,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Partridge production,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Pheasant production,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Quail production,OOA,     ,No,No,No,No,0
112390,Other Poultry Production ,Ratite production,OOA,     ,No,No,No,No,0
112410,Sheep Farming,Dairy sheep farming,OOA,     ,No,No,No,No,0
112410,Sheep Farming,"Feedlots (except stockyards for transportation), lamb",OOA,     ,No,No,No,No,0
112410,Sheep Farming,Lamb feedlots (except stockyards for transportation),OOA,     ,No,No,No,No,0
112410,Sheep Farming,Milking dairy sheep,OOA,     ,No,No,No,No,0
112410,Sheep Farming,"Sheep farming (e.g., meat, milk, wool production)",OOA,     ,No,No,No,No,0
112420,Goat Farming,Angora goat farming,OOA,     ,No,No,No,No,0
112420,Goat Farming,Dairy goat farming,OOA,     ,No,No,No,No,0
112420,Goat Farming,"Goat farming (e.g., meat, milk, mohair production)",OOA,     ,No,No,No,No,0
112420,Goat Farming,Milking dairy goat,OOA,     ,No,No,No,No,0
112420,Goat Farming,Mohair farming,OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Baitfish production, farm raising",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Catfish production, farm raising",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Finfish production, farm raising",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Finfish, hatcheries",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Fish farms, finfish",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Goldfish production, farm raising",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Hatcheries, finfish",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,Hybrid striped bass production,OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Minnow production, farm raising",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Ornamental fish production, farm raising",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,Tilapia production,OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Tropical fish production, farm raising",OOA,     ,No,No,No,No,0
112511,Finfish Farming and Fish Hatcheries ,"Trout production, farm raising",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Clam production, farm raising",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Crawfish production, farm raising",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Crustacean production, farm raising",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Cultured pearl production, farm raising",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Fish farms, shellfish",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Hatcheries, shellfish",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Mollusk production, farm raising",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Mussel production, farm raising",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Oyster production, farm raising",OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,Shellfish hatcheries,OOA,     ,No,No,No,No,0
112512,Shellfish Farming ,"Shrimp production, farm raising",OOA,     ,No,No,No,No,0
112519,Other Aquaculture ,Algae farming,OOA,     ,No,No,No,No,0
112519,Other Aquaculture ,"Alligator production, farm raising",OOA,     ,No,No,No,No,0
112519,Other Aquaculture ,"Animal aquaculture (except finfish, shellfish)",OOA,     ,No,No,No,No,0
112519,Other Aquaculture ,"Frog production, farm raising",OOA,     ,No,No,No,No,0
112519,Other Aquaculture ,Plant aquaculture,OOA,     ,No,No,No,No,0
112519,Other Aquaculture ,Sea plant agriculture,OOA,     ,No,No,No,No,0
112519,Other Aquaculture ,Seaweed farming,OOA,     ,No,No,No,No,0
112519,Other Aquaculture ,"Turtle production, farm raising",OOA,     ,No,No,No,No,0
112910,Apiculture,Bee pollen collection,OOA,     ,No,No,No,No,0
112910,Apiculture,"Bee production (i.e., apiculture)",OOA,     ,No,No,No,No,0
112910,Apiculture,Beeswax production,OOA,     ,No,No,No,No,0
112910,Apiculture,Honey bee production,OOA,     ,No,No,No,No,0
112910,Apiculture,"Propolis production, bees",OOA,     ,No,No,No,No,0
112910,Apiculture,Queen bee production,OOA,     ,No,No,No,No,0
112910,Apiculture,"Royal jelly production, bees",OOA,     ,No,No,No,No,0
112920,Horses and Other Equine Production,Burro production,OOA,     ,No,No,No,No,0
112920,Horses and Other Equine Production,Donkey production,OOA,     ,No,No,No,No,0
112920,Horses and Other Equine Production,Horse (including thoroughbreds) production,OOA,     ,No,No,No,No,0
112920,Horses and Other Equine Production,Mule production,OOA,     ,No,No,No,No,0
112920,Horses and Other Equine Production,Pony production,OOA,     ,No,No,No,No,0
112930,Fur-Bearing Animal and Rabbit Production,Chinchilla production,OOA,     ,No,No,No,No,0
112930,Fur-Bearing Animal and Rabbit Production,Fox production,OOA,     ,No,No,No,No,0
112930,Fur-Bearing Animal and Rabbit Production,Fur-bearing animal production,OOA,     ,No,No,No,No,0
112930,Fur-Bearing Animal and Rabbit Production,Mink production,OOA,     ,No,No,No,No,0
112930,Fur-Bearing Animal and Rabbit Production,Rabbit production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Alpaca production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,"Aviaries (i.e., raising birds for sale)",OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,"Bird production (e.g., canaries, love birds, parakeets, parrots)",OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Bison production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Breeding of butterflies,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,"Breeding of pets (e.g., birds, cats, dogs)",OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Buffalo production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Cat production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,"Combination livestock farming (except dairy, poultry)",OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,"Companion animals production (e.g., cats, dogs, parakeets, parrots)",OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Cricket production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Deer production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Dog production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Earthworm hatcheries,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Elk production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,General combination animal farming,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,"Kennels, breeding and raising stock for sale",OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,"Laboratory animal production (e.g., guinea pigs, mice, rats)",OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Llama production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,"Raising swans, peacocks, flamingos, or other adornment birds",OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Rattlesnake production,OOA,     ,No,No,No,No,0
112990,All Other Animal Production ,Worm production,OOA,     ,No,No,No,No,0
113110,Timber Tract Operations,Timber tract operations,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Aromatic wood gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Balsam needles gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Bark gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,"Cherry gum, gathering",OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,"Chestnut gum, gathering",OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,"Forest nurseries for reforestation, growing trees",OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,"Gathering of forest products (e.g., barks, gums, needles, seeds)",OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,"Gathering, extracting, and selling tree seeds",OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Ginseng gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,"Gum (i.e., forest product) gathering",OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Harvesting berries or nuts from native and non-cultivated plants,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Hemlock gum gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,"Huckleberry greens, gathering of",OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Moss gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Nurseries for reforestation growing trees,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Pine gum extracting,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Spanish moss gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Sphagnum moss gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Spruce gum gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Teaberries gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Tree seed extracting,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Tree seed gathering,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Tree seed growing for reforestation,OOA,     ,No,No,No,No,0
113210,Forest Nurseries and Gathering of Forest Products ,Truffles gathering,OOA,     ,No,No,No,No,0
113310,Logging ,Cutting and transporting timber,OOA,     ,No,No,No,No,0
113310,Logging ,Cutting timber,OOA,     ,No,No,No,No,0
113310,Logging ,Log harvesting,OOA,     ,No,No,No,No,0
113310,Logging ,Logging,OOA,     ,No,No,No,No,0
113310,Logging ,Pulpwood logging camps,OOA,     ,No,No,No,No,0
113310,Logging ,"Rails, rough wood, manufacturing",OOA,     ,No,No,No,No,0
113310,Logging ,Stump removing in the field,OOA,     ,No,No,No,No,0
113310,Logging ,Timber piling,OOA,     ,No,No,No,No,0
113310,Logging ,Timber pole cutting,OOA,     ,No,No,No,No,0
113310,Logging ,Tree chipping in the field,OOA,     ,No,No,No,No,0
113310,Logging ,Wood chipping in the field,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Anchovy fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Bluefish fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Cod catching,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Cod fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Croaker fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Dolphin fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Eel fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,"Finfish fishing (e.g., flounder, salmon, trout)",OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,"Fisheries, finfish",OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Flounder fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Grouper fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Haddock fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Hake fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Halibut fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Herring fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Lingcod fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Mackerel fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Mahimahi fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Menhaden fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Mullet fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Perch fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Pilchard fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Pollock fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Porgy fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Ray fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Rockfish fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Sablefish fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Salmon fishing,OOA,     ,No,No,No,No,0
114111,Finfish Fishing ,Sea bass fishing,OOA,     ,No,No,No,No,0
